#           var1             var2            omega           -gamma      Re(dBy/dBz)      Im(dBy/dBz)       Re(dn/dBz)       Im(dn/dBz)
  8.81616878e+00   0.00000000e+00   1.21540232e+00  -2.47685582e+00  -3.49002235e-01  -5.80011051e-01  -1.67319109e-01   1.04269375e-01
  8.98572564e+00   0.00000000e+00   1.19487596e+00  -2.48398580e+00  -3.54974048e-01  -6.62185334e-01  -1.85697707e-01   9.79918312e-02
  9.15854349e+00   0.00000000e+00   1.17448496e+00  -2.49159127e+00  -3.51771525e-01  -7.26692917e-01  -1.98296886e-01   8.80970683e-02
  9.33468507e+00   0.00000000e+00   1.15425691e+00  -2.49976315e+00  -3.45808397e-01  -7.73160854e-01  -2.05403542e-01   7.69176606e-02
  9.51421428e+00   0.00000000e+00   1.13423626e+00  -2.50854238e+00  -3.40785010e-01  -8.04408794e-01  -2.08209036e-01   6.58343049e-02
  9.69719629e+00   0.00000000e+00   1.11446143e+00  -2.51794201e+00  -3.38177674e-01  -8.23942719e-01  -2.07994584e-01   5.54580328e-02
  9.88369749e+00   0.00000000e+00   1.09495989e+00  -2.52796399e+00  -3.38218813e-01  -8.34918385e-01  -2.05824528e-01   4.59616107e-02
  1.00737856e+01   0.00000000e+00   1.07574939e+00  -2.53860801e+00  -3.40593130e-01  -8.39860351e-01  -2.02490884e-01   3.73127116e-02
  1.02675295e+01   0.00000000e+00   1.05684030e+00  -2.54987516e+00  -3.44820536e-01  -8.40670611e-01  -1.98547065e-01   2.94032635e-02
  1.04649997e+01   0.00000000e+00   1.03823770e+00  -2.56176906e+00  -3.50435423e-01  -8.38727088e-01  -1.94362466e-01   2.21122159e-02
  1.06662676e+01   0.00000000e+00   1.01994302e+00  -2.57429586e+00  -3.57054104e-01  -8.34997101e-01  -1.90173717e-01   1.53317993e-02
  1.08714065e+01   0.00000000e+00   1.00195517e+00  -2.58746379e+00  -3.64387360e-01  -8.30140105e-01  -1.86125830e-01   8.97554586e-03
  1.10804907e+01   0.00000000e+00   9.84271454e-01  -2.60128264e+00  -3.72229678e-01  -8.24592393e-01  -1.82302834e-01   2.97805823e-03
  1.12935961e+01   0.00000000e+00   9.66888087e-01  -2.61576333e+00  -3.80441239e-01  -8.18633308e-01  -1.78749479e-01  -2.70835876e-03
  1.15108000e+01   0.00000000e+00   9.49800660e-01  -2.63091760e+00  -3.88930079e-01  -8.12434986e-01  -1.75486065e-01  -8.11775725e-03
  1.17321814e+01   0.00000000e+00   9.33004401e-01  -2.64675768e+00  -3.97637267e-01  -8.06098455e-01  -1.72518218e-01  -1.32742420e-02
  1.19578204e+01   0.00000000e+00   9.16494361e-01  -2.66329620e+00  -4.06525699e-01  -7.99678952e-01  -1.69843129e-01  -1.81949433e-02
  1.21877990e+01   0.00000000e+00   9.00265537e-01  -2.68054606e+00  -4.15572164e-01  -7.93203108e-01  -1.67453412e-01  -2.28922347e-02
  1.24222007e+01   0.00000000e+00   8.84312945e-01  -2.69852036e+00  -4.24762011e-01  -7.86680207e-01  -1.65339392e-01  -2.73752963e-02
  1.26611105e+01   0.00000000e+00   8.68631660e-01  -2.71723235e+00  -4.34085708e-01  -7.80109309e-01  -1.63490422e-01  -3.16511684e-02
  1.29046152e+01   0.00000000e+00   8.53216849e-01  -2.73669546e+00  -4.43536721e-01  -7.73483594e-01  -1.61895606e-01  -3.57254329e-02
  1.31528030e+01   0.00000000e+00   8.38063773e-01  -2.75692323e+00  -4.53110251e-01  -7.66792905e-01  -1.60544176e-01  -3.96026381e-02
  1.34057642e+01   0.00000000e+00   8.23167799e-01  -2.77792937e+00  -4.62802509e-01  -7.60025164e-01  -1.59425672e-01  -4.32865545e-02
  1.36635904e+01   0.00000000e+00   8.08524402e-01  -2.79972769e+00  -4.72610324e-01  -7.53167125e-01  -1.58530024e-01  -4.67803252e-02
  1.39263752e+01   0.00000000e+00   7.94129158e-01  -2.82233219e+00  -4.82530926e-01  -7.46204730e-01  -1.57847576e-01  -5.00865505e-02
  1.41942140e+01   0.00000000e+00   7.79977748e-01  -2.84575701e+00  -4.92561835e-01  -7.39123252e-01  -1.57369090e-01  -5.32073350e-02
  1.44672041e+01   0.00000000e+00   7.66065952e-01  -2.87001641e+00  -5.02700804e-01  -7.31907321e-01  -1.57085727e-01  -5.61443111e-02
  1.47454444e+01   0.00000000e+00   7.52389646e-01  -2.89512488e+00  -5.12945786e-01  -7.24540877e-01  -1.56989040e-01  -5.88986495e-02
  1.50290360e+01   0.00000000e+00   7.38944800e-01  -2.92109702e+00  -5.23294911e-01  -7.17007096e-01  -1.57070945e-01  -6.14710603e-02
  1.53180817e+01   0.00000000e+00   7.25727474e-01  -2.94794763e+00  -5.33746469e-01  -7.09288283e-01  -1.57323707e-01  -6.38617869e-02
  1.56126865e+01   0.00000000e+00   7.12733814e-01  -2.97569171e+00  -5.44298888e-01  -7.01365746e-01  -1.57739918e-01  -6.60705942e-02
  1.59129573e+01   0.00000000e+00   6.99960053e-01  -3.00434443e+00  -5.54950709e-01  -6.93219657e-01  -1.58312476e-01  -6.80967512e-02
  1.62190031e+01   0.00000000e+00   6.87402502e-01  -3.03392115e+00  -5.65700559e-01  -6.84828881e-01  -1.59034562e-01  -6.99390064e-02
  1.65309349e+01   0.00000000e+00   6.75057549e-01  -3.06443746e+00  -5.76547113e-01  -6.76170791e-01  -1.59899615e-01  -7.15955567e-02
  1.68488658e+01   0.00000000e+00   6.62921658e-01  -3.09590915e+00  -5.87489048e-01  -6.67221051e-01  -1.60901308e-01  -7.30640089e-02
  1.71729115e+01   0.00000000e+00   6.50991363e-01  -3.12835221e+00  -5.98524978e-01  -6.57953357e-01  -1.62033518e-01  -7.43413309e-02
  1.75031893e+01   0.00000000e+00   6.39263268e-01  -3.16178289e+00  -6.09653386e-01  -6.48339145e-01  -1.63290291e-01  -7.54237922e-02
  1.78398191e+01   0.00000000e+00   6.27734039e-01  -3.19621766e+00  -6.20872519e-01  -6.38347244e-01  -1.64665806e-01  -7.63068923e-02
  1.81829232e+01   0.00000000e+00   6.16400405e-01  -3.23167321e+00  -6.32180267e-01  -6.27943462e-01  -1.66154325e-01  -7.69852725e-02
  1.85326261e+01   0.00000000e+00   6.05259154e-01  -3.26816652e+00  -6.43573999e-01  -6.17090099e-01  -1.67750142e-01  -7.74526090e-02
  1.88890546e+01   0.00000000e+00   5.94307127e-01  -3.30571478e+00  -6.55050345e-01  -6.05745357e-01  -1.69447504e-01  -7.77014832e-02
  1.92523381e+01   0.00000000e+00   5.83541218e-01  -3.34433550e+00  -6.66604927e-01  -5.93862623e-01  -1.71240535e-01  -7.77232210e-02
  1.96226084e+01   0.00000000e+00   1.71807224e+00  -3.37546805e+00  -4.94850275e-01  -6.43191502e-01  -2.14936373e-01  -4.34583260e-02
  2.00000000e+01   0.00000000e+00   3.95241224e+00  -3.39435189e+00  -2.57875929e-01  -8.84438250e-01  -4.03728172e-01  -8.08314351e-02
